event_time,event_type,product_id,category_id,category_code,brand,price,user_id,user_session
2019-10-01 04:52:10 UTC,view,6701099,2.05301E+18,computers.components.videocards,gigabyte,266.92,512578345,6b74d94b-3d5c-49f0-8cce-25e5bf7e6b49
2019-10-01 00:12:51 UTC,view,1004767,2.05301E+18,electronics.smartphone,samsung,254.82,543624132,c1d2919c-2c5f-4a6b-b8e8-f9f01eab73bc
2019-10-01 08:53:53 UTC,view,4700330,2.05301E+18,auto.accessories.videoregister,ibox,140.29,513747320,f7d7656b-b049-4467-b595-b20ecd7d4b89
2019-10-01 08:41:38 UTC,view,1005135,2.05301E+18,electronics.smartphone,apple,1747.79,519204605,0b3f1e4e-8a01-4cd3-b962-a07203849995
2019-10-01 12:39:59 UTC,view,2700984,2.05301E+18,appliances.kitchen.refrigerators,samsung,539.07,512704313,bebb8e81-d1fd-4ee1-867d-0cd9d8dcc4ac
2019-10-01 09:09:57 UTC,view,2701550,2.05301E+18,appliances.kitchen.refrigerators,beko,316.58,536846749,f64f862c-8910-4a12-b5b4-72bbad9c30bd
2019-10-01 02:31:46 UTC,view,1005115,2.05301E+18,electronics.smartphone,apple,975.57,514286613,27dd1b46-b5c2-4dd7-bcee-410a644db7d6
2019-10-01 13:26:56 UTC,view,21404772,2.05301E+18,electronics.clocks,orient,223.43,513599736,68d32629-adf1-4776-9233-55b36ecea4c1
2019-10-01 12:39:26 UTC,view,1005157,2.05301E+18,electronics.smartphone,xiaomi,282.89,535596746,5fd1c9c7-fcc8-48a9-b7d5-25b5c17efef1
2019-10-01 16:40:35 UTC,view,1201238,2.17237E+18,electronics.tablet,huawei,94.96,514200355,b4a02f1d-a0df-4804-a73d-afa011bccaf8
2019-10-01 09:33:10 UTC,view,1004648,2.05301E+18,electronics.smartphone,samsung,621.44,532455526,89e3f181-59fe-4a61-ab13-a0425f025603
2019-10-01 07:27:17 UTC,view,1003304,2.05301E+18,electronics.smartphone,apple,579.16,514657593,eb822e02-b598-46bc-9e8c-de5ce74e16d4
2019-10-01 03:36:35 UTC,view,1004228,2.05301E+18,electronics.smartphone,apple,1142.86,554968844,17f47367-48a7-47f3-812c-0acdb407d792
